Protein IDs,Protein Names,Gene Names,Protein Descriptions,Uniprot,Uniprot Name,"Peptides 
sequenced",PEP,"miR-34 
seeds","miR-34a and ca
*strand seeds","miR-34c and ac
*strand seeds","Ratio H/M 
Count
miR-34a","Ratio H/M 
Count
miR-34a
Replicate1","Ratio H/M 
Count
miR-34a
Replicate2","Ratio H/M 
Count
miR-34c","Ratio H/M 
Count
miR-34c
Replicate1","Ratio H/M 
Count
miR-34ac","Ratio H/M 
Count
miR-34ca","Ratio H/M 
Normalized
miR-34a","Ratio H/M 
Normalized
miR-34a
Replicate1","Ratio H/M 
Normalized
miR-34a
Replicate2","Ratio H/M 
Normalized
miR-34c","Ratio H/M 
Normalized
miR-34c
Replicate1","Ratio H/M 
Normalized
miR-34ac","Ratio H/M 
Normalized
miR-34ca","Log2 Ratio H/M
Normalized
miR-34a","Log2 Ratio H/M
Normalized
miR-34a
Replicate1","Log2 Ratio H/M
Normalized
miR-34a
Replicate2","Log2 Ratio H/M
Normalized
miR-34c","Log2 Ratio H/M
Normalized
miR-34c
Replicate1","Log2 Ratio H/M
Normalized
miR-34ac","Log2 Ratio H/M
Normalized
miR-34ca"
IPI:IPI00292858.4;IPI:IPI00853163.1;IPI:IPI00852987.1;IPI:IPI00910873.1;IPI:IPI00903115.1,"Thymidine phosphorylase;TdRPase;Platelet-derived endothelial cell growth factor;Gliostatin;cDNA, FLJ95575, highly similar to Homo sapiens endothelial cell growth factor 1 (platelet-derived) (ECGF1), mRNA",TYMP;ECGF1,"Thymidine phosphorylase;46 kDa protein;cDNA, FLJ95575, highly similar to Homo sapiens endothelial cell growth factor 1 (platelet-derived) (ECGF1), mRNA",P19971;B2RBL3,TYPH_HUMAN;B2RBL3_HUMAN,10,0,0,0,0,10,2,2,16,2,1,4,1.2434,0.74261,1.0638,0.68806,0.91727,NA,0.67055,-0.314290484,0.429323352,-0.089226942,0.539393719,0.124581639,NA,0.576583183
IPI:IPI00292894.5,Pre-rRNA-processing protein TSR1 homolog,TSR1;KIAA1401,Pre-rRNA-processing protein TSR1 homolog,Q2NL82,TSR1_HUMAN,36,0,1,0,0,32,16,21,26,7,20,36,0.84463,0.99223,0.87159,1.0187,1.0613,1.2128,0.93932,0.243608604,0.011253517,0.198278451,-0.02672925,-0.085832524,-0.278341659,0.090311368
IPI:IPI00292953.6;IPI:IPI00759532.1;IPI:IPI00759780.2;IPI:IPI00910842.2,"Ankycorbin;Ankyrin repeat and coiled-coil structure-containing protein;Retinoic acid-induced protein 14;Novel retinal pigment epithelial cell protein;cDNA FLJ13073 fis, clone NT2RP3001854, highly similar to Ankycorbin",RAI14;KIAA1334;NORPEG,Isoform 2 of Ankycorbin;Isoform 1 of Ankycorbin;Isoform 3 of Ankycorbin;retinoic acid induced 14 isoform b,Q9P0K7-2;Q9P0K7;Q9P0K7-1;Q9P0K7-3;B3KMZ9;B4DNL3,RAI14_HUMAN;B3KMZ9_HUMAN,37,0,2,0,0,53,11,4,7,6,0,3,0.79508,0.85546,0.93287,1.0171,1.1363,NA,0.89883,0.330828065,0.225227697,0.100252046,-0.02446153,-0.184343778,NA,0.153879817
IPI:IPI00292975.4,RNA-binding protein 27;RNA-binding motif protein 27,RBM27;KIAA1311,RNA-binding protein 27,Q9P2N5;B3KY61;Q05DK9,RBM27_HUMAN,18,0,1,2,1,25,6,3,1,6,4,3,0.88817,0.93116,0.94812,NA,0.87072,0.87238,1.0655,0.171092253,0.102899009,0.076858428,NA,0.199719233,0.196971399,-0.091530593
IPI:IPI00293009.4;IPI:IPI00412712.2,Rab GTPase-binding effector protein 1;Rabaptin-5;Rabaptin-5alpha;Rabaptin-4;Renal carcinoma antigen NY-REN-17,RABEP1;RABPT5;RABPT5A,Isoform 1 of Rab GTPase-binding effector protein 1;Isoform 2 of Rab GTPase-binding effector protein 1,Q15276-1;Q15276;B2RAG7;B4DMM4;Q15276-2;Q05BX6,RABE1_HUMAN,19,5.68E-192,0,0,0,13,2,2,4,0,0,2,0.85048,0.50742,0.83367,1.1523,NA,NA,2.1188,0.233650785,0.97874771,0.262451675,-0.20451637,NA,NA,-1.083247414
IPI:IPI00293026.7;IPI:IPI00759768.1;IPI:IPI00878078.1;IPI:IPI00887069.2,Elongation factor Tu GTP-binding domain-containing protein 1,EFTUD1,Isoform 1 of Elongation factor Tu GTP-binding domain-containing protein 1;Isoform 2 of Elongation factor Tu GTP-binding domain-containing protein 1;Isoform 3 of Elongation factor Tu GTP-binding domain-containing protein 1,Q7Z2Z2-1;Q7Z2Z2;B7Z6I0;Q7Z2Z2-2;B3KPR5;Q7Z2Z2-3,ETUD1_HUMAN,28,0,0,0,0,33,8,3,13,7,1,0,0.89325,0.88399,0.9795,0.93652,1.0909,NA,NA,0.162864086,0.177898045,0.029882602,0.09461829,-0.12551886,NA,NA
IPI:IPI00293073.4;IPI:IPI00395973.3;IPI:IPI00795001.1;IPI:IPI00793831.1,Mitofusin-1;Transmembrane GTPase MFN1;Fzo homolog,MFN1,Mitochondrial transmembrane GTPase FZO-2,Q8IWA4-1;Q8IWA4;B2RAR1;Q4AEJ3;Q4AEJ4;Q6AI38,MFN1_HUMAN,19,2.52E-136,0,1,1,2,4,4,3,1,0,5,1.113,1.4717,1.1676,1.2729,NA,NA,1.1141,-0.154453593,-0.557483614,-0.223546116,-0.348119084,NA,NA,-0.155878733
IPI:IPI00293078.1,Probable ATP-dependent RNA helicase DDX27;DEAD box protein 27,DDX27;RHLP;HSPC259;PP3241,Probable ATP-dependent RNA helicase DDX27,Q96GQ7;B3GQE6;B7Z6D5;B7ZLY1;Q3MI07;Q53G15,DDX27_HUMAN,34,0,0,1,1,8,9,9,8,5,6,6,1.9452,1.6988,1.8498,1.0077,1.0291,0.9522,1.4708,-0.959918497,-0.764516014,-0.887369295,-0.011066201,-0.041383179,0.070663466,-0.556601082
IPI:IPI00883772.1;IPI:IPI00293088.6;IPI:IPI00921849.1,Putative uncharacterized protein GAA;Lysosomal alpha-glucosidase;Acid maltase;Aglucosidase alfa;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase,GAA,acid alpha-glucosidase preproprotein;Lysosomal alpha-glucosidase,A6NFM4;P10253,A6NFM4_HUMAN;LYAG_HUMAN,8,3.22E-15,0,1,0,2,1,1,1,0,1,2,3.0952,NA,NA,NA,NA,NA,0.48935,-1.630032634,NA,NA,NA,NA,NA,1.031061395
IPI:IPI00893197.1;IPI:IPI00293102.4;IPI:IPI00935879.1;IPI:IPI00910771.3;IPI:IPI00217297.1;IPI:IPI00217296.2;IPI:IPI00941236.1;IPI:IPI00852637.2;IPI:IPI00640101.1;IPI:IPI00853207.1;IPI:IPI00470813.1;IPI:IPI00853351.1;IPI:IPI00880122.1;IPI:IPI00925818.1;IPI:IPI00927771.1;IPI:IPI00853294.1;IPI:IPI00925006.1,"Serine/threonine-protein phosphatase 2A regulatory subunit B';PP2A, subunit B', PR53 isoform;Phosphotyrosyl phosphatase activator;Protein phosphatase 2A activator, regulatory subunit 4;cDNA FLJ54705, highly similar to Serine/threonine-protein phosphatase 2A regulatory subunit B';cDNA FLJ60126, highly similar to Homo sapiens protein phosphatase 2A, regulatory subunit B', transcript variant 5, mRNA",PPP2R4;PTPA;RP11-247A12.4-020;RP11-247A12.4-024;RP11-247A12.4-017;RP11-247A12.4-001;RP11-247A12.4-012,"Serine/threonine-protein phosphatase 2A regulatory subunit B' (PP2A, subunit B', PR53 isoform) (Phosphotyrosyl phosphatase activator) (PTPA). Isoform 1;Isoform 2 of Serine/threonine-protein phosphatase 2A regulatory subunit B';Protein phosphatase 2A activa",Q15257-2;Q15257;Q15257-1;Q5T948;A6PVN5;B4DZF8;B7ZBP7;Q15257-4;Q15257-3;A6PVN9;B4DLX5;B7ZBP6;Q5T949,PTPA_HUMAN;A6PVN5_HUMAN;B4DZF8_HUMAN;A6PVN9_HUMAN;B4DLX5_HUMAN;Q5T949_HUMAN,18,0,1,1,0,23,6,4,22,4,9,12,0.88189,1.024,0.87315,1.0411,0.97127,0.98446,0.94384,0.181329378,-0.034215715,0.195698577,-0.058108649,0.042055694,0.022595506,0.083385781
IPI:IPI00293126.1;IPI:IPI00798211.1,Tubulin folding cofactor B;Tubulin-specific chaperone B;Cytoskeleton-associated protein 1;Cytoskeleton-associated protein CKAPI;Putative uncharacterized protein TBCB,TBCB;CG22;CKAP1,Tubulin-folding cofactor B;Putative uncharacterized protein TBCB,Q99426;Q6FGY5;A8MVD5,TBCB_HUMAN;A8MVD5_HUMAN,19,0,1,0,0,30,17,10,25,13,3,10,1.158,1.0925,1.0567,0.99294,1.0122,1.1044,1.0805,-0.211635253,-0.12763328,-0.07956585,0.010221552,-0.017494379,-0.143262793,-0.111699072
IPI:IPI00293167.4;IPI:IPI00791622.1,Stromal cell-derived factor 2,SDF2,Stromal cell-derived factor 2,Q99470;Q6IBU4,SDF2_HUMAN,8,2.03E-286,0,1,0,9,0,0,10,2,1,1,1.8561,NA,NA,1.2032,0.81346,NA,NA,-0.89227444,NA,NA,-0.266876472,0.297856688,NA,NA
IPI:IPI00293260.5;IPI:IPI00844115.1;IPI:IPI00873764.4,DnaJ homolog subfamily C member 10;ER-resident protein ERdj5;Macrothioredoxin,DNAJC10;ERDJ5;UNQ495/PRO1012,Isoform 1 of DnaJ homolog subfamily C member 10;Isoform 2 of DnaJ homolog subfamily C member 10,Q8IXB1-1;Q8IXB1;B3KNK5;Q3B7W8;Q8IXB1-2;B4DP04;Q86XS7;Q8N4C5,DJC10_HUMAN,22,1.05E-272,1,0,0,11,8,4,4,1,1,8,1.1167,1.1658,1.101,2.6617,NA,NA,1.0439,-0.15924166,-0.221320307,-0.138814469,-1.412347974,NA,NA,-0.061983516
IPI:IPI00293276.10,Macrophage migration inhibitory factor;Phenylpyruvate tautomerase;L-dopachrome tautomerase;L-dopachrome isomerase;Glycosylation-inhibiting factor,MIF;GLIF;MMIF,Macrophage migration inhibitory factor,P14174;A6MUU8,MIF_HUMAN,9,1.08E-207,0,0,0,33,35,24,23,48,41,46,1.0141,0.9373,0.94388,0.9296,1.0207,0.99454,1.0569,-0.020199923,0.093417212,0.08332464,0.105318026,-0.029558897,0.007898698,-0.079838881
IPI:IPI00293303.1;IPI:IPI00384156.1;IPI:IPI00384155.1;IPI:IPI00944670.1,"Legumain;Asparaginyl endopeptidase;Protease, cysteine 1;Full-length cDNA clone CS0DB001YK19 of Neuroblastoma of Homo sapiens (human);Full-length cDNA clone CS0DI002YH20 of Placenta of Homo sapiens (human)",LGMN;PRSC1,Legumain;Full-length cDNA clone CS0DB001YK19 of Neuroblastoma of Homo sapiens;Full-length cDNA clone CS0DI002YH20 of Placenta of Homo sapiens,Q99538;A8K669;B7Z4S8;Q53XC6;Q6I9U9;Q96CY7;Q86TV3;Q86TV2,LGMN_HUMAN;Q86TV3_HUMAN;Q86TV2_HUMAN,3,5.14E-55,0,0,1,2,0,0,1,0,1,1,1.2146,NA,NA,NA,NA,NA,NA,-0.280481274,NA,NA,NA,NA,NA,NA
IPI:IPI00293331.3;REV_IPI:IPI00645291.1,Ribonucleases P/MRP protein subunit POP1,POP1;KIAA0061,Ribonucleases P/MRP protein subunit POP1,Q99575;A8K5W9;Q96F88,POP1_HUMAN,42,0,0,0,0,35,19,10,13,6,12,13,0.93293,0.91003,0.94759,0.85612,0.83253,1.0964,1.0761,0.100159259,0.136013989,0.077665121,0.224115065,0.264425835,-0.132774233,-0.105812151
IPI:IPI00293336.5;IPI:IPI00888973.1,Metallo-beta-lactamase domain-containing protein 2,MBLAC2,Isoform 1 of Metallo-beta-lactamase domain-containing protein 2;Isoform 2 of Metallo-beta-lactamase domain-containing protein 2,Q68D91-1;Q68D91;B3KY36;Q68D91-2,MBLC2_HUMAN,12,4.96E-290,3,0,0,5,0,0,8,3,1,4,1.2215,NA,NA,1.2193,1.2064,NA,1.1284,-0.288653864,NA,NA,-0.286053134,-0.270708334,NA,-0.174278571
IPI:IPI00293350.3;IPI:IPI00937434.1;IPI:IPI00647395.2;IPI:IPI00844588.1,Translin-associated protein X;Translin-associated factor X;Disrupted in schizophrenia 1 isoform 51;Disrupted in schizophrenia 1 isoform 47;Disrupted in schizophrenia 1 isoform 48;Disrupted in schizophrenia 1 isoform 53,TSNAX;TRAX;DISC1,Translin-associated protein X;Disrupted in schizophrenia 1 isoform 51;Disrupted in schizophrenia 1 isoform 54,Q99598;B1APC6;C4P0D8;C4P0D4;C4P0D6;Q5VVQ1;Q9NRI2,TSNAX_HUMAN;C4P0D8_HUMAN;C4P0D4_HUMAN,25,0,0,1,2,35,3,4,43,11,12,16,1.4176,1.5747,1.374,0.78455,0.81473,0.862,1.3615,-0.503450509,-0.655077003,-0.458382004,0.350062701,0.295606063,0.214240226,-0.445196982
IPI:IPI00293362.3;IPI:IPI00868985.1;IPI:IPI00848215.2,Solute carrier family 35 member F2,SLC35F2,Isoform 1 of Solute carrier family 35 member F2;Isoform 2 of Solute carrier family 35 member F2;Isoform 3 of Solute carrier family 35 member F2,Q8IXU6-1;Q8IXU6;B4DUB9;Q8IXU6-2;Q8IXU6-3,S35F2_HUMAN,2,1.06E-07,0,1,0,2,0,0,4,0,0,0,0.69517,NA,NA,0.74808,NA,NA,NA,0.524562271,NA,NA,0.418735534,NA,NA,NA
IPI:IPI00293402.3;IPI:IPI00477418.1;IPI:IPI00178839.4,Syntaxin-10;Syntaxin 10,STX10;SYN10,Isoform 1 of Syntaxin-10;Syntaxin 10;Isoform 2 of Syntaxin-10,O60499-1;O60499;Q5U8S2;O60499-2,STX10_HUMAN;Q5U8S2_HUMAN,10,8.57E-134,NA,NA,NA,7,0,1,10,3,0,0,0.8176,NA,NA,0.96714,1.1565,NA,NA,0.290532899,NA,NA,0.04820335,-0.209765266,NA,NA
IPI:IPI00293425.1;IPI:IPI00873180.1;IPI:IPI00217745.1;IPI:IPI00877022.1,"Frataxin, mitochondrial;Friedreich ataxia protein;Frataxin intermediate form;Frataxin(56-210);Frataxin(81-210)",FXN;FRDA;X25,"Isoform 1 of Frataxin, mitochondrial",Q16595-1;Q16595,FRDA_HUMAN,6,2.38E-70,1,3,0,5,0,0,1,2,0,0,0.87667,NA,NA,NA,0.85073,NA,NA,0.189894216,NA,NA,NA,0.233226765,NA,NA
IPI:IPI00293427.1;IPI:IPI00386194.3,E3 ubiquitin-protein ligase ZNRF2;Zinc/RING finger protein 2;RING finger protein 202;Protein Ells2;Ells2,ZNRF2;RNF202,E3 ubiquitin-protein ligase ZNRF2;Ells2 (Fragment),Q8NHG8;Q8NEX1,ZNRF2_HUMAN;Q8NEX1_HUMAN,2,9.96E-34,0,0,0,0,2,0,0,1,0,0,NA,1.1273,NA,NA,NA,NA,NA,NA,-0.1728715,NA,NA,NA,NA,NA
IPI:IPI00293434.2;IPI:IPI00788736.1;IPI:IPI00790432.1;IPI:IPI00878369.2;IPI:IPI00942616.1;IPI:IPI00789296.1,Signal recognition particle 14 kDa protein;18 kDa Alu RNA-binding protein,SRP14,Signal recognition particle 14 kDa protein,P37108;B5BUF5,SRP14_HUMAN,20,0,0,0,0,37,19,18,25,36,46,37,1.0363,0.95399,0.94336,1.0486,0.90372,0.98735,1.0238,-0.051441711,0.067953951,0.084119665,-0.068464451,0.146052244,0.018366507,-0.033933911
IPI:IPI00293464.5;IPI:IPI00909008.1;IPI:IPI00909177.1;IPI:IPI00922069.1,"DNA damage-binding protein 1;Damage-specific DNA-binding protein 1;UV-damaged DNA-binding factor;DDB p127 subunit;DNA damage-binding protein a;UV-damaged DNA-binding protein 1;Xeroderma pigmentosum group E-complementing protein;XPE-binding factor;HBV X-associated protein 1;cDNA FLJ51067, highly similar to DNA damage-binding protein 1",DDB1;XAP1,"DNA damage-binding protein 1;cDNA FLJ51067, highly similar to DNA damage-binding protein 1",Q16531;B7Z2A1;B4DSA8,DDB1_HUMAN;B4DSA8_HUMAN,65,0,2,0,0,129,65,33,98,37,99,133,1.0406,0.93769,0.96398,0.99597,0.89783,0.98222,1.0149,-0.057415612,0.092817048,0.05292488,0.005825808,0.155485792,0.025881896,-0.021337583
IPI:IPI00293476.3;IPI:IPI00871573.1;IPI:IPI00872806.1;IPI:IPI00853031.1;IPI:IPI00658024.1;IPI:IPI00894530.1,"39S ribosomal protein L23, mitochondrial;L23 mitochondrial-related protein;Ribosomal protein L23-like;Putative uncharacterized protein MRPL23",MRPL23;L23MRP;RPL23L,"39S ribosomal protein L23, mitochondrial;Putative uncharacterized protein MRPL23;Putative uncharacterized protein MRPL23 (Fragment);Putative uncharacterized protein MRPL23;Putative uncharacterized protein MRPL23;Protein",Q16540;B2R9J4;A8MT29;A6NGQ5;A8MVT4;A6NJD9,RM23_HUMAN;A8MT29_HUMAN;A6NGQ5_HUMAN;A8MVT4_HUMAN;A6NJD9_HUMAN,10,4.94E-245,0,1,0,10,1,4,6,5,5,7,1.1678,NA,0.94147,0.94355,0.95023,0.99686,0.86301,-0.223793216,NA,0.087012971,0.083829125,0.07365134,0.00453719,0.212550818
IPI:IPI00293533.4,Nuclear pore glycoprotein p62;62 kDa nucleoporin,NUP62,Nuclear pore glycoprotein p62,P37198;Q8WYU3,NUP62_HUMAN,15,0,1,0,1,20,6,5,20,3,8,11,0.90299,0.8408,0.91594,1.0575,1.0148,1.0036,0.9306,0.147218084,0.250165426,0.126674999,-0.080657663,-0.021195425,-0.005184376,0.103766908
IPI:IPI00293564.5;IPI:IPI00908707.1;IPI:IPI00477259.4;IPI:IPI00794213.1;IPI:IPI00871292.1;IPI:IPI00922767.1;IPI:IPI00922227.1;IPI:IPI00017610.5,"Hydroxymethylglutaryl-CoA lyase, mitochondrial;3-hydroxy-3-methylglutarate-CoA lyase;cDNA FLJ53101, highly similar to Hydroxymethylglutaryl-CoA lyase, mitochondrial (EC 4.1.3.4)",HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial;cDNA FLJ53101, highly similar to Hydroxymethylglutaryl-CoA lyase, mitochondrial",P35914;B1AK13;Q6IBC0;B4DUP4;B7UCC6,HMGCL_HUMAN;B4DUP4_HUMAN,8,5.97E-223,0,0,0,13,3,0,4,0,3,2,1.0825,1.1123,NA,1.7863,NA,1.0035,1.0145,-0.114367025,-0.153545952,NA,-0.836974394,NA,-0.005040617,-0.020768865
IPI:IPI00293568.2;IPI:IPI00916867.1;IPI:IPI00100787.2;IPI:IPI00926222.1;IPI:IPI00926400.1,RANBP2-like and GRIP domain-containing protein 6;Ran-binding protein 2-like 2;RANBP2-like and GRIP domain-containing protein 7;RANBPL1 isoform 2,RGPD6;RANBP2L2;RGPD5;RGPD7;RGP7,RANBP2-like and GRIP domain-containing protein 6;131 kDa protein;RANBP2-like and GRIP domain-containing protein 7,Q53T03;Q99666;Q9H0B2,RGPD6_HUMAN;RGPD7_HUMAN,49,1.03E-284,0,0,1,3,0,0,1,0,0,0,0.46774,NA,NA,NA,NA,NA,NA,1.096221285,NA,NA,NA,NA,NA,NA
IPI:IPI00293590.6;IPI:IPI00455206.1;IPI:IPI00790166.3;IPI:IPI00748826.1;IPI:IPI00796800.1;IPI:IPI00794569.1;IPI:IPI00873674.1,"cDNA FLJ33995 fis, clone DFNES2008160, highly similar to Monoglyceride lipase (EC 3.1.1.23);Monoglyceride lipase;Lysophospholipase homolog;Lysophospholipase-like;HU-K5;Monoacylglycerol lipase isoform 2;Lysophospholipase-like protein",MGLL;hCG_40840,"monoglyceride lipase isoform 1;Monoglyceride lipase;cDNA FLJ54260, highly similar to Monoglyceride lipase;Lysophospholipase-like protein",B3KRC2;Q6IBG9;Q99685;B2ZGL7;B7Z9D1;Q2VYF8,B3KRC2_HUMAN;MGLL_HUMAN;B2ZGL7_HUMAN;Q2VYF8_HUMAN,11,0,1,1,0,25,0,0,35,2,3,4,0.91879,NA,NA,1.0662,1.2815,1.3789,0.95133,0.12219294,NA,NA,-0.092478087,-0.357833479,-0.463517834,0.071982221
IPI:IPI00293613.2;IPI:IPI00029045.1,Serine/threonine-protein kinase TBK1;TANK-binding kinase 1;T2K;NF-kappa-B-activating kinase,TBK1;NAK,Serine/threonine-protein kinase TBK1,Q9UHD2;A8K4S4;B4E164,TBK1_HUMAN,16,2.53E-182,0,0,0,8,0,1,5,0,0,0,1.1119,NA,NA,0.85292,NA,NA,NA,-0.153027043,NA,NA,0.229517665,NA,NA,NA
IPI:IPI00293655.3,ATP-dependent RNA helicase DDX1;DEAD box protein 1;DEAD box protein retinoblastoma,DDX1,ATP-dependent RNA helicase DDX1,Q92499;A3RJH1;B4DME8;B4DP70;B4DPN6,DDX1_HUMAN,60,0,0,0,0,92,89,47,75,23,103,119,0.99517,0.95465,0.92184,1.0103,1.0341,0.98237,0.96732,0.0069851,0.066956195,0.117411725,-0.014783753,-0.048375705,0.025661591,0.047934867
IPI:IPI00293665.9,"Keratin, type II cytoskeletal 6B;Cytokeratin-6B;K6b keratin",KRT6B;K6B;KRTL1,"Keratin, type II cytoskeletal 6B",P04259,K2C6B_HUMAN,46,0,0,0,0,2,2,0,1,1,1,0,4.5872,1.0379,NA,NA,NA,NA,NA,-2.19761381,-0.053667449,NA,NA,NA,NA,NA
IPI:IPI00293735.2,Elongator complex protein 1;IkappaB kinase complex-associated protein;p150,IKBKAP;ELP1;IKAP,Elongator complex protein 1,O95163;B3KMT0;B3KNB2;B3KVS1;B3KXE7;B4E3I9;Q4LE38;Q68DI5;Q8N516,ELP1_HUMAN,55,0,1,0,1,69,24,27,34,17,19,15,0.98986,0.94834,1.0038,0.86975,0.87675,0.93604,1.0681,0.014703602,0.076523706,-0.005471851,0.201327321,0.189762569,0.095357913,-0.095046725
IPI:IPI00293746.2;IPI:IPI00642240.1;IPI:IPI00646155.1,Multiple myeloma tumor-associated protein 2,MMTAG2;C1orf35,Isoform 1 of Multiple myeloma tumor-associated protein 2;Isoform 4 of Multiple myeloma tumor-associated protein 2;Isoform 3 of Multiple myeloma tumor-associated protein 2,Q9BU76-1;Q9BU76;Q9BU76-4;Q9BU76-3,MMTA2_HUMAN,7,3.67E-36,0,0,0,4,0,1,0,0,0,0,0.84178,NA,NA,NA,NA,NA,NA,0.248484862,NA,NA,NA,NA,NA,NA
IPI:IPI00293748.3;IPI:IPI00028553.1;IPI:IPI00607763.1,"Multiple inositol polyphosphate phosphatase 1;Inositol (1,3,4,5)-tetrakisphosphate 3-phosphatase;Ins(1,3,4,5)P(4) 3-phosphatase",MINPP1;MIPP;UNQ900/PRO1917,Isoform 1 of Multiple inositol polyphosphate phosphatase 1,Q9UNW1-1;Q9UNW1;B2R7D2;B4E394;Q9UPB6,MINP1_HUMAN,5,1.19E-54,0,0,0,7,4,0,2,0,0,0,0.8353,0.85631,NA,0.71393,NA,NA,NA,0.259633657,0.223794922,NA,0.486145468,NA,NA,NA
IPI:IPI00293817.3;IPI:IPI00643239.2,"Gamma-soluble NSF attachment protein;N-ethylmaleimide-sensitive factor attachment protein gamma;cDNA FLJ61104, highly similar to Gamma-soluble NSF attachment protein",NAPG;SNAPG,"Gamma-soluble NSF attachment protein;cDNA FLJ61104, highly similar to Gamma-soluble NSF attachment protein",Q99747;Q6FHY4;B4DFC9,SNAG_HUMAN;B4DFC9_HUMAN,12,8.73E-102,1,0,0,4,3,1,8,2,1,5,1.0499,1.0845,NA,1.3911,1.4453,NA,0.9908,-0.070251922,-0.117030053,NA,-0.476226133,-0.531368983,NA,0.013334226
IPI:IPI00293845.5;IPI:IPI00924510.1;IPI:IPI00375454.8;IPI:IPI00925200.1;IPI:IPI00910844.1;IPI:IPI00927193.1,Telomere-associated protein RIF1;Rap1-interacting factor 1 homolog,RIF1,Isoform 1 of Telomere-associated protein RIF1;274 kDa protein;Isoform 2 of Telomere-associated protein RIF1;272 kDa protein,Q5UIP0-1;Q5UIP0;Q5UIP0-2;B4DRJ4,RIF1_HUMAN,50,0,0,0,0,22,2,4,22,2,3,7,0.8727,0.98434,0.94154,1.182,1.6264,1.0318,1.0795,0.196442298,0.022771373,0.086905708,-0.241230036,-0.70168212,-0.045163352,-0.110363243
IPI:IPI00878984.1;IPI:IPI00293867.7;IPI:IPI00909853.1;IPI:IPI00894562.1;IPI:IPI00472043.3;IPI:IPI00913936.1;IPI:IPI00894440.1;IPI:IPI00893737.1,"D-dopachrome decarboxylase;D-dopachrome tautomerase;Phenylpyruvate tautomerase II;cDNA FLJ59607, moderately similar to D-dopachrome decarboxylase (EC 4.1.1.84);cDNA, FLJ78842, moderately similar to D-dopachrome decarboxylase (EC 4.1.1.84);Putative uncharacterized protein DDT;D-dopachrome decarboxylase-like protein;D-dopachrome tautomerase-like protein;cDNA FLJ60602, moderately similar to D-dopachrome decarboxylase (EC 4.1.1.84);cDNA FLJ51263, moderately similar to D-dopachrome decarboxylase (EC 4.1.1.84);D-dopachrome tautomerase, isoform CRA_a",DDT;DDTL,"14 kDa protein;D-dopachrome decarboxylase;cDNA, FLJ78842, moderately similar to D-dopachrome decarboxylase;Putative uncharacterized protein DDT;D-dopachrome decarboxylase-like protein;cDNA FLJ60602, moderately similar to D-dopachrome decarboxylase;Putative",P30046;Q53Y51;B4E259;B5MCS6;A6NHG4;B4DJQ7;B5MC82,DOPD_HUMAN;B4E259_HUMAN;B5MCS6_HUMAN;DDTL_HUMAN;B4DJQ7_HUMAN;B5MC82_HUMAN,14,0,0,0,0,36,5,3,15,17,34,49,1.0685,0.85345,0.92226,0.97801,0.95065,0.96707,1.0377,-0.095586908,0.228621461,0.116754568,0.032078878,0.073013812,0.048307774,-0.05338942
IPI:IPI00293921.3;IPI:IPI00791294.1,DNA topoisomerase 2-binding protein 1;DNA topoisomerase II-binding protein 1;DNA topoisomerase IIbeta-binding protein 1,TOPBP1;KIAA0259,DNA topoisomerase 2-binding protein 1,Q92547;A0AV47;A7E2X7;B7Z7W8;Q05BV8,TOPB1_HUMAN,18,1.34E-32,0,0,0,1,0,0,2,0,1,1,NA,NA,NA,0.76079,NA,NA,NA,NA,NA,NA,0.394429812,NA,NA,NA
IPI:IPI00293946.5;IPI:IPI00916552.1;IPI:IPI00448916.1;IPI:IPI00917307.1,UBX domain-containing protein 4;UBX domain-containing protein 2;Erasin,UBXN4;KIAA0242;UBXD2;UBXDC1,UBX domain-containing protein 4,Q92575;B3KTD5;B4E240,UBXN4_HUMAN,8,3.24E-231,0,0,0,6,1,2,5,2,0,2,0.9702,NA,1.0575,0.75392,0.81132,NA,1.0383,0.043645915,NA,-0.080657663,0.407516651,0.301657042,NA,-0.054223347
IPI:IPI00294008.4;IPI:IPI00470591.1;IPI:IPI00646553.1,"ZW10 interactor;ZW10-interacting protein 1;Putative uncharacterized protein ZWINT;cDNA FLJ36489 fis, clone THYMU2018126, highly similar to ZW10 interactor;cDNA FLJ60420, highly similar to ZW10 interactor",ZWINT,ZW10 interactor;ZW10 interactor isoform b;Putative uncharacterized protein ZWINT,O95229;A6NNV6;B4DP12;A6NH27,ZWINT_HUMAN;A6NNV6_HUMAN;A6NH27_HUMAN,6,8.11E-104,0,0,0,3,0,0,8,0,0,2,0.72958,NA,NA,0.88409,NA,NA,0.99972,0.454861913,NA,NA,0.177734852,NA,NA,0.000404011
IPI:IPI00294073.1;IPI:IPI00645720.2,Ubiquinone biosynthesis protein COQ7 homolog;Coenzyme Q biosynthesis protein 7 homolog;Timing protein clk-1 homolog;COQ7 protein,COQ7,Ubiquinone biosynthesis protein COQ7 homolog;COQ7 protein,Q99807;Q8NI45;Q9H0T5;Q49A71,COQ7_HUMAN;Q49A71_HUMAN,5,7.86E-37,0,1,0,0,0,0,4,4,0,3,NA,NA,NA,1.3078,1.3607,NA,0.89185,NA,NA,NA,-0.387141928,-0.444349024,NA,0.165127011
